titulo,autor,ISBN_13,ISBN_10,ano,paginas,idioma,editora,rating,genero
Destrua Este Diário,Keri Smith,9788551002469,8551002465,2017,224,português,Intrínseca,3.9,Artes / Literatura Estrangeira / Não-ficção
Destrua Este Diário,Keri Smith,9788580574166,8580574161,2013,224,português,Intrínseca,3.9,Artes / Literatura Estrangeira / Não-ficção
Destrua Este Diário,Keri Smith,9788580575767,8580575761,2014,224,português,Intrínseca,3.9,Artes / Literatura Estrangeira / Não-ficção
Tudo sobre Moda,Marnie Fogg,9788575429563,8575429566,2013,576,português,Sextante,4.6,"Artes / Moda, Estilo e Beleza "
10% Mais Feliz,Dan Harris,9788543102351,8543102359,2015,224,português,Sextante,4.1,Autoajuda
29 Minutos para Falar Bem em Público,Reinaldo Polito,9788543102962,8543102960,2015,144,português,Sextante,3.6,Autoajuda
A arte da paz,Morihei Ueshiba,9788532512390,8532512399,2002,132,português,Rocco,4.3,Autoajuda
A Arte da Serenidade,Hugh Prather,9788575424452,8575424459,2008,112,português,Sextante,3.1,Autoajuda
A Arte de se Fazer Respeitar,Barbara Berckhan,9788575429068,857542906X,2013,159,português,Sextante,3.6,Autoajuda
A Boa Sorte,Fernando Trías de Bes,9788543103259,8543103258,2016,128,português,Sextante,4.1,Autoajuda
A cada dia um novo começo,Karen Casey,9788575423271,8575423274,2008,160,português,Sextante,3.4,Autoajuda
A felicidade está nas pequenas coisas,Haim Shapira,9788543102252,8543102251,2015,160,português,,4.2,Autoajuda
A Idade Decisiva,Meg Jay,9788543100227,8543100224,2014,240,português,Sextante,4.2,Autoajuda
A magia das cartas terapêuticas,Fábio Dantas,9788542214819,8542214811,2018,192,português,,4.2,Autoajuda
A Última Grande Lição,Mitch Albom,9788575423561,8575423568,2008,160,português,Sextante,4.2,Autoajuda
A Última Grande Lição,Mitch Albom,9788586796074,8586796077,1998,154,português,Sextante,4.2,Autoajuda
A vida vai dar certo pra mim,Iyanla Vanzant,9788575420713,8575420712,2003,400,português,Sextante,3.9,Autoajuda
Agora Que Sou Mãe,Flávia Calina,9788542209839,8542209834,2017,240,português,,4.4,Autoajuda
Ao Seu Comando,Neville Goddard,9788594419033,8594419031,2017,90,português,Universo,4.5,Autoajuda
APAIXONE-SE POR SI MESMO,WALTER RISO,9788542210828,8542210824,2017,160,português,,4,Autoajuda
Aprendendo a gostar de si mesmo,Louise Hay,9788586796814,8586796816,2001,80,português,Sextante,3.7,Autoajuda
As cinco feridas emocionais,Lise Bourbeau,9786555640847,6555640847,2020,176,português,Sextante,4.1,Autoajuda
Atenção plena em poucas palavras,Patrizia Collard,9788543103983,8543103983,2016,96,português,Sextante,3.8,Autoajuda
Atitude,Samuel Ferreira,9788542210491,8542210492,2017,256,português,,3.3,Autoajuda
Auto estima chave para a felicidade,Russel Abata,9788587795052,8587795058,2000,86,português,Verus,4.1,Autoajuda
Código de um cavaleiro,Ethan Hawke,9788569809777,8569809778,2016,192,português,HarperCollins,4.4,Autoajuda
Como Adam Smith Pode Mudar Sua Vida,Russ Roberts,9788543102603,854310260X,2015,192,português,Sextante,3.8,Autoajuda
Como Conquistar as Pessoas,Barbara Pease,9788575422441,8575422448,2006,128,português,Sextante,3.2,Autoajuda
Como convencer as pessoas a fazer o que você quer,Susan M. Weinschenk,9788543102238,8543102235,2015,240,português,Sextante,3.7,Autoajuda
Como encontrar um marido depois dos 35,Rachel Greenwald,9788575421260,8575421263,2004,266,português,Sextante,2.8,Autoajuda
Como Fazer Alguém Se Apaixonar por Você em Até 90 Minutos,Nicholas Boothman,9788579302305,8579302307,2011,304,português,Universo,3.5,Autoajuda
Como não perder o seu crachá,Danielle Serrat,9788569809449,8569809441,2016,160,português,HarperCollins,3.9,Autoajuda
Como reconquistar seu ex,Paula Cassim,9788543101668,8543101662,2015,112,português,Sextante,3.9,Autoajuda
Como ser interessante,Jessica Hagy,9788522031757,8522031754,2016,272,português,HarperCollins,3.6,Autoajuda
De volta para casa,Norman Fischer,9788532525307,853252530X,2010,272,português,Rocco,4,Autoajuda
Deixe os homens aos seus pés,Marie Forleo,9788579300035,8579300037,2009,160,português,Universo,3.2,Autoajuda
Deixe os homens aos seus pés,Marie Forleo,9788579300707,8579300703,2009,192,português,Universo,3.2,Autoajuda
Deixe os homens aos seus pés,Marie Forleo,9788579302350,8579302358,2011,200,português,Universo,3.2,Autoajuda
Desvendando Os Segredos Da Linguagem Corporal,Barbara Pease,9788575421826,8575421824,2005,272,português,Sextante,3.7,Autoajuda
Eu Posso Fazer Você Feliz,Paul McKenna,9788543102115,8543102111,2015,144,português,,3.9,Autoajuda
"Eu Te Amo, Mas Sou Feliz sem Você",Jaime Jaramillo,9788542209006,8542209001,2018,160,português,Academia,3.5,Autoajuda
Faça o que tem de ser feito,Bob Nelson,9788575420492,8575420496,2003,136,português,Sextante,3.3,Autoajuda
Faça o seu Coração Vibrar,Osho,9788575421598,857542159X,2005,96,português,Sextante,3.9,Autoajuda
Filtro Solar,Mary Schmich,9788575421352,8575421352,2004,96,português,Sextante,3.9,Autoajuda
Fique de bem com seu cerebro,Suzana Herculano-Houzel,9788575423431,8575423436,2008,208,português,Sextante,3.8,Autoajuda
Hermann Hesse para desorientados,Allan Percy,9788575429655,8575429655,2013,128,português,Sextante,3.6,Autoajuda
"Homens São de Marte, Mulheres São de Vênus - Livro dos Dias","John Gray, Ph.D.",9788532512673,8532512674,2001,360,português,Rocco,3.1,Autoajuda
"Homens, mulheres e relacionamentos","John Gray, Ph.D.",9788532506498,8532506496,1996,279,português,Rocco,3.6,Autoajuda
"How Great Entrepreneurs Build Their Business and Influenceand How You Can, Too",Gary Vaynerchuk,9780062845023,62845020,2018,284,inglês,HarperCollins,4.5,Autoajuda
Inglês para falar em qualquer situação,Chris Tunwell,9788550303154,8550303151,2019,127,inglês,Universo,3.9,Autoajuda
Investimentos Inteligentes,Gustavo Cerbasi,9788575429983,8575429981,2019,256,português,Sextante,4.1,Autoajuda
Isso me traz alegria,Marie Kondo,9788543103754,8543103754,2016,272,português,Sextante,4,Autoajuda
Jogo da Felicidade,Bruna Lombardi,9788543103129,8543103126,2015,192,português,Sextante,3.8,Autoajuda
Liderar com o Coração,Mike Krzyzewski,9788543103921,8543103924,2016,144,português,Sextante,4.3,Autoajuda
Livro de colorir - Mauricio de Sousa 80 anos,Mauricio de Sousa,9788543102719,8543102715,2015,96,português,Sextante,4.2,Autoajuda
Mães que oram pelos filhos,Angela Abdo,9788542206951,8542206959,2016,272,português,Planeta,4.2,Autoajuda
Marte E Venus Recomeçando,"John Gray, Ph.D.",9788532511331,8532511333,2000,327,português,Rocco,4,Autoajuda
Mentes Brilhantes,Alberto Dell'isola,9788579301506,8579301505,2010,128,português,Universo,3.4,Autoajuda
Mindfulness Para Quem não Tem Tempo,Osho,9788542210477,8542210476,2017,304,português,,3.8,Autoajuda
Mude Sua Vida em 7 Dias,Paul McKenna,9788575429907,8575429906,2013,176,português,Sextante,4.1,Autoajuda
"Muito Amor, Por Favor",Fred Elboni,9788543104065,8543104068,2016,240,português,Sextante,3.9,Autoajuda
Mulheres em Ebulição,Julie Holland,9788543102795,8543102790,2015,240,português,Sextante,4.3,Autoajuda
Não deixe para depois o que você pode fazer agora,Rita Emmett,9788575423844,8575423843,2008,112,português,Sextante,3.5,Autoajuda
Não faça tempestade em copo d'água,Richard Carlson,9788532509376,8532509371,1998,276,português,Rocco,3.5,Autoajuda
Não leve a vida tão a sério,Hugh Prather,9788575420478,857542047X,2003,160,português,Sextante,3.1,Autoajuda
"Não Se Enrola, Não",Isabela Freitas,9788551000410,8551000411,2017,176,português,Intrínseca,3.8,Autoajuda
"Não se enrola, não",Isabela Freitas,9788551000861,8551000861,2016,224,português,Intrínseca,4.1,Autoajuda
"Não Se Iluda, Não",Isabela Freitas,9788580577686,8580577683,2015,272,português,Intrínseca,3.9,Autoajuda
"Não se iluda, não",Isabela Freitas,9788580578621,8580578620,2015,270,português,Intrínseca,3.9,Autoajuda
Nunca Desista de Seus Sonhos,Augusto Cury,9788543102559,8543102553,2015,160,português,,3.8,Autoajuda
Nunca Desista de seus Sonhos,Augusto Cury,9788575421499,8575421492,2004,160,português,Sextante,3.8,Autoajuda
O anjo Interior,Chris Widener,9788575425046,8575425048,2009,103,português,Sextante,3.6,Autoajuda
O código da inteligência,Augusto Cury,9788543101750,8543101751,2015,256,português,Sextante,3.7,Autoajuda
O Jogo das Perguntas,Gregory Stock Ph.D.,9788543101682,8543101689,2015,192,português,Sextante,3.7,Autoajuda
O poder da Amizade,Tom Rath,9788575422618,8575422618,2006,160,português,Sextante,3.7,Autoajuda
O Poder do Agora,Eckhart Tolle,9788575420270,8575420275,2002,224,português,Sextante,4.1,Autoajuda
O poder dos quietos,Susan Cain,9788543108704,8543108705,2019,336,português,Sextante,4.3,Autoajuda
O ponto de equilíbrio,Christine Carter,9788543103464,8543103460,2016,256,português,Sextante,4.1,Autoajuda
O Prisioneiro,Anand Dílvar,9788543106038,8543106036,2018,112,português,Sextante,4,Autoajuda
O Que Toda Mulher Inteligente Deve Saber,Julia Sokol,9788575422199,8575422197,2006,160,português,Sextante,3,Autoajuda
O que você sente pode ser curado,"John Gray, Ph.D.",9788532509116,8532509118,1999,190,português,Rocco,2.8,Autoajuda
O segredo,Rhonda Byrne,9788500019531,8500019530,2007,202,português,Ediouro,3.2,Autoajuda
O Turista Interior,Allan Percy,9788543103358,8543103355,2016,192,português,Sextante,3.2,Autoajuda
Organize Sua Vida,Infinite Ideas,9788579301773,8579301777,2011,144,português,Universo,3.4,Autoajuda
Os Segredos das Mulheres Inteligentes,Julia Sokol,9788575425558,8575425552,2010,80,português,Sextante,3.1,Autoajuda
Pare de se Sabotar e Dê a Volta Por Cima,Flip Flippen,9788575425299,8575425293,2010,223,português,Sextante,3.6,Autoajuda
Peça e Será Atendido,Abraham-Hicks,9788575422779,8575422774,2007,224,português,Sextante,3.9,Autoajuda
Pequenos passos para mudar sua vida,Robert Maurer Ph.D.,9788543103563,8543103568,2016,160,português,Sextante,3.8,Autoajuda
Platão para Sonhadores,Allan Percy,9788543103945,8543103940,2016,176,português,Sextante,3.7,Autoajuda
Por que fazemos o que fazemos?,Mario Sergio Cortella,9788542211474,8542211472,2017,192,português,Planeta,3.9,Autoajuda
Por que os Homens Amam as Mulheres Poderosas?,Sherry Argov,9788575424889,8575424882,2000,192,português,Sextante,3.4,Autoajuda
Quando me amei de verdade,Kim McMillen & Alison McMillen,9788575420669,8575420666,2003,96,português,Sextante,3.7,Autoajuda
Quem me roubou de mim?,Pe. Fábio de Melo,9788542214826,854221482X,2018,208,português,Planeta,4.4,Autoajuda
Segredos de Nova York,Zoe De Las Cases,9788543102405,8543102405,2015,96,português,Sextante,4.3,Autoajuda
Segredos Do Japão,Zoe De Las Cases,9788543102412,8543102413,2015,96,português,Sextante,4.2,Autoajuda
Ser Rico é Possível,Marcelo Ebaum,9788560096886,8560096884,2010,176,português,Planeta,3.6,Autoajuda
Transforme seu parceiro na sua alma gêmea,Arielle Ford,9788569809708,8569809700,2016,224,português,HarperCollins,3.4,Autoajuda
Tudo tem uma primeira vez,Viih Tube,9788580579130,8580579139,2016,224,português,Intrínseca,3,Autoajuda
"Um Dia ""Daqueles""",BTG,9788586796760,858679676X,2001,108,português,Sextante,3.8,Autoajuda
Um Dia Daqueles,BTG,9788575421161,8575421166,2004,112,português,Sextante,3.8,Autoajuda
Você é o Líder da Sua Vida?,César Souza,9788575422717,8575422715,2007,192,português,Sextante,3.5,Autoajuda
Você tem toda a razão,Eleanor Wiley,9788576652496,8576652498,2006,170,português,Planeta,4.1,Autoajuda
O SEGREDO DO SUCESSO,William Walker Atkinson,9788599187623,8599187627,2009,128,português,Universo,3.5,Autoajuda 
Revolucione sua Qualidade de Vida,Augusto Cury,9788575428153,8575428152,2012,80,português,Sextante,3.8,Autoajuda 
100 Segredos das Pessoas Felizes,David Niven,9788586796791,8586796794,2008,156,português,Sextante,3.4,Autoajuda / Bem estar e lazer
Eu sou as escolhas que faço,Elle Luna,9788543103716,8543103711,2016,176,português,Sextante,4.2,Autoajuda / Bem estar e lazer
"Inocência, conhecimento e encantamento",Osho,9788542208696,8542208692,2016,259,português,,4.2,Autoajuda / Bem estar e lazer
Mais Forte do que Nunca,Brené Brown,9788543103631,8543103630,2016,272,português,Sextante,4,Autoajuda / Bem estar e lazer
Mentes Fantásticas,Alberto Dell'isola,9788579309519,8579309514,2016,224,português,Universo,3.3,Autoajuda / Bem estar e lazer / Comunicação / Didáticos / Técnico / Educação / Filosofia / Não-ficção / Negócios e Empreendedorismo / Psicologia
Mudar Faz Bem,Regina Volpato,9788542210781,8542210786,2017,272,português,,4.1,Autoajuda / Bem estar e lazer / Crônicas / Entretenimento / Psicologia
Manual de limpeza de um monge budista,Matsumoto Shoukei,9788542205879,8542205871,2015,176,português,Planeta,3.6,Autoajuda / Bem estar e lazer / Esoterismo
Seu treinador pessoal,Marcio Lui,9788542205961,8542205960,2015,190,português,Planeta,2.5,Autoajuda / Bem estar e lazer / Esportes / Literatura Brasileira
Como ser pleno num mundo caótico,Tim Desmond,9788595086555,8595086559,2020,192,português,HarperCollins,3.7,Autoajuda / Bem estar e lazer / Esportes / Literatura Estrangeira / Medicina e Saúde
Ser feliz,Dulce Salles Cunha Braga,9788582353837,8582353839,2020,384,português,Gutenberg,0,Autoajuda / Bem estar e lazer / Literatura Brasileira
Você é Insubstituível,Augusto Cury,9788543106137,8543106133,2018,128,português,Sextante,3.5,Autoajuda / Bem estar e lazer / Literatura Brasileira
Você é Insubstituível,Augusto Cury,9788575420164,857542016X,2012,112,português,Sextante,3.5,Autoajuda / Bem estar e lazer / Literatura Brasileira
Você é Insubstituível,Augusto Cury,9788575422403,8575422405,2006,112,português,Sextante,3.5,Autoajuda / Bem estar e lazer / Literatura Brasileira
ATENÇAO PLENA PARA TODOS OS DIAS:,Elisha Goldstein | Bob Stahl,9788543109275,8543109272,2020,192,português,Sextante,3.7,Autoajuda / Bem estar e lazer / Literatura Estrangeira
"Mude seus horários, mude sua vida",Suhas Kshirsagar,9788543109206,8543109205,2020,240,português,,4.2,Autoajuda / Bem estar e lazer / Literatura Estrangeira
Mentes Felizes,Rosana Alves,9788550302829,8550302821,2018,256,português,Universo,3.7,Autoajuda / Bem estar e lazer / Literatura Estrangeira / Medicina e Saúde
A Arte de Relaxar,Thich Nhat Hanh,9786555110142,6555110147,2020,112,português,HarperCollins,4.8,Autoajuda / Bem estar e lazer / Literatura Estrangeira / Religião e Espiritualidade
Comece Onde Você Está,Pema Chödrön,9788543109565,8543109566,2020,192,português,,3.7,Autoajuda / Bem estar e lazer / Literatura Estrangeira / Religião e Espiritualidade
As mulheres primeiro,Ian Kerner,9788543109374,854310937X,2020,256,português,,4.1,Autoajuda / Bem estar e lazer / Literatura Estrangeira / Sexo e Sexologia
Treine seu cérebro para ser feliz,Teresa Aubele,9788550302225,8550302228,2018,320,português,Universo,4,Autoajuda / Bem estar e lazer / Medicina e Saúde / Psicologia
"Olá, meninas e meninos!",Taciele Alcolea,9788542207439,8542207432,2016,192,português,Planeta,4,"Autoajuda / Biografia, Autobiografia, Memórias "
Razões para continuar vivo,Matt Haig,9788551001776,8551001779,2017,240,português,Intrínseca,4.2,"Autoajuda / Biografia, Autobiografia, Memórias "
As Cinco Pessoas que você Encontra no Céu,Mitch Albom,9788543106113,8543106117,2018,192,português,Sextante,4,"Autoajuda / Biografia, Autobiografia, Memórias / Drama / Esoterismo / Filosofia / Literatura Estrangeira / Psicologia / Religião e Espiritualidade / Romance / Sociologia "
As cinco pessoas que você encontra no céu,Mitch Albom,9788575421420,8575421425,2004,192,português,Sextante,4,"Autoajuda / Biografia, Autobiografia, Memórias / Esoterismo / Filosofia / Literatura Estrangeira / Psicologia / Religião e Espiritualidade / Romance / Sociologia / Drama "
A próxima pessoa que você encontra no céu,Mitch Albom,9788543107622,8543107628,2019,192,português,,4.4,"Autoajuda / Biografia, Autobiografia, Memórias / Esoterismo / Filosofia / Literatura Estrangeira / Psicologia / Religião e Espiritualidade / Sociologia "
